연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
579,2,208,왕십리(성동구청),승차,Feb-22,29771
580,2,208,왕십리(성동구청),하차,Feb-22,25186
581,2,209,한양대,승차,Feb-22,7255
582,2,209,한양대,하차,Feb-22,7525
583,2,210,뚝섬,승차,Feb-22,33843
584,2,210,뚝섬,하차,Feb-22,34326
585,2,211,성수,승차,Feb-22,57598
586,2,211,성수,하차,Feb-22,59009
587,2,212,건대입구,승차,Feb-22,51135
588,2,212,건대입구,하차,Feb-22,53338
589,2,213,구의(광진구청),승차,Feb-22,61011
590,2,213,구의(광진구청),하차,Feb-22,63194
591,2,214,강변(동서울터미널),승차,Feb-22,64531
592,2,214,강변(동서울터미널),하차,Feb-22,62860
593,2,215,잠실나루,승차,Feb-22,48880
594,2,215,잠실나루,하차,Feb-22,49031
595,2,216,잠실(송파구청),승차,Feb-22,102660
596,2,216,잠실(송파구청),하차,Feb-22,98035
597,2,217,잠실새내,승차,Feb-22,65071
598,2,217,잠실새내,하차,Feb-22,65565
599,2,218,종합운동장,승차,Feb-22,24713
600,2,218,종합운동장,하차,Feb-22,25259
601,2,219,삼성(무역센터),승차,Feb-22,67596
602,2,219,삼성(무역센터),하차,Feb-22,61458
603,2,220,선릉,승차,Feb-22,132739
604,2,220,선릉,하차,Feb-22,117595
605,2,221,역삼,승차,Feb-22,89897
606,2,221,역삼,하차,Feb-22,90415
607,2,222,강남,승차,Feb-22,104544
608,2,222,강남,하차,Feb-22,93850
609,2,223,교대(법원.검찰청),승차,Feb-22,90841
610,2,223,교대(법원.검찰청),하차,Feb-22,100263
611,2,224,서초,승차,Feb-22,45600
612,2,224,서초,하차,Feb-22,45085
613,2,225,방배,승차,Feb-22,45006
614,2,225,방배,하차,Feb-22,44135
615,2,226,사당,승차,Feb-22,106501
616,2,226,사당,하차,Feb-22,102960
617,2,227,낙성대(강감찬),승차,Feb-22,62693
618,2,227,낙성대(강감찬),하차,Feb-22,64060
619,2,228,서울대입구(관악구청),승차,Feb-22,110927
620,2,228,서울대입구(관악구청),하차,Feb-22,106580
621,2,229,봉천,승차,Feb-22,83867
622,2,229,봉천,하차,Feb-22,85414
623,2,230,신림,승차,Feb-22,132954
624,2,230,신림,하차,Feb-22,136438
625,2,231,신대방,승차,Feb-22,74554
626,2,231,신대방,하차,Feb-22,76321
627,2,232,구로디지털단지,승차,Feb-22,102094
628,2,232,구로디지털단지,하차,Feb-22,103042
629,2,233,대림(구로구청),승차,Feb-22,71851
630,2,233,대림(구로구청),하차,Feb-22,75004
631,2,234,신도림,승차,Feb-22,111117
632,2,234,신도림,하차,Feb-22,106084
633,2,235,문래,승차,Feb-22,45893
634,2,235,문래,하차,Feb-22,45660
635,2,236,영등포구청,승차,Feb-22,58162
636,2,236,영등포구청,하차,Feb-22,56934
637,2,237,당산,승차,Feb-22,33757
638,2,237,당산,하차,Feb-22,36772
639,2,238,합정,승차,Feb-22,38662
640,2,238,합정,하차,Feb-22,38325
641,2,239,홍대입구,승차,Feb-22,52925
642,2,239,홍대입구,하차,Feb-22,50780
643,2,240,신촌,승차,Feb-22,69715
644,2,240,신촌,하차,Feb-22,68088
645,2,241,이대,승차,Feb-22,27585
646,2,241,이대,하차,Feb-22,28932
647,2,242,아현,승차,Feb-22,38526
648,2,242,아현,하차,Feb-22,38688
649,2,243,충정로(경기대입구),승차,Feb-22,28325
650,2,243,충정로(경기대입구),하차,Feb-22,28289
651,2,244,용답,승차,Feb-22,11142
652,2,244,용답,하차,Feb-22,10695
653,2,245,신답,승차,Feb-22,5920
654,2,245,신답,하차,Feb-22,6463
655,2,246,신설동,승차,Feb-22,20872
656,2,246,신설동,하차,Feb-22,23130
657,2,247,도림천,승차,Feb-22,4855
658,2,247,도림천,하차,Feb-22,5196
659,2,248,양천구청,승차,Feb-22,27956
660,2,248,양천구청,하차,Feb-22,28774
661,2,249,신정네거리,승차,Feb-22,41689
662,2,249,신정네거리,하차,Feb-22,42899
663,2,250,용두(동대문구청),승차,Feb-22,13688
664,2,250,용두(동대문구청),하차,Feb-22,14878
665,3,309,지축,승차,Feb-22,14335
666,3,309,지축,하차,Feb-22,13882
667,3,310,구파발,승차,Feb-22,69429
668,3,310,구파발,하차,Feb-22,66768
669,3,311,연신내,승차,Feb-22,156844
670,3,311,연신내,하차,Feb-22,153090
671,3,312,불광,승차,Feb-22,86382
672,3,312,불광,하차,Feb-22,95860
673,3,313,녹번,승차,Feb-22,46799
674,3,313,녹번,하차,Feb-22,46364
675,3,314,홍제,승차,Feb-22,86996
676,3,314,홍제,하차,Feb-22,85871
677,3,315,무악재,승차,Feb-22,17897
678,3,315,무악재,하차,Feb-22,19945
679,3,316,독립문,승차,Feb-22,41687
680,3,316,독립문,하차,Feb-22,41308
681,3,317,경복궁(정부서울청사),승차,Feb-22,46943
682,3,317,경복궁(정부서울청사),하차,Feb-22,44932
683,3,318,안국,승차,Feb-22,46817
684,3,318,안국,하차,Feb-22,47781
685,3,319,종로3가,승차,Feb-22,34607
686,3,319,종로3가,하차,Feb-22,37659
687,3,320,을지로3가,승차,Feb-22,31284
688,3,320,을지로3가,하차,Feb-22,29387
689,3,322,동대입구,승차,Feb-22,19993
690,3,322,동대입구,하차,Feb-22,22347
691,3,323,약수,승차,Feb-22,49467
692,3,323,약수,하차,Feb-22,47087
693,3,324,금호,승차,Feb-22,34518
694,3,324,금호,하차,Feb-22,34660
695,3,325,옥수,승차,Feb-22,36486
696,3,325,옥수,하차,Feb-22,36728
697,3,326,압구정,승차,Feb-22,81416
698,3,326,압구정,하차,Feb-22,79657
699,3,327,신사,승차,Feb-22,46585
700,3,327,신사,하차,Feb-22,44467
701,3,328,잠원,승차,Feb-22,19079
702,3,328,잠원,하차,Feb-22,18485
703,3,329,고속터미널,승차,Feb-22,101698
704,3,329,고속터미널,하차,Feb-22,96079
705,3,330,교대(법원.검찰청),승차,Feb-22,39332
706,3,330,교대(법원.검찰청),하차,Feb-22,24564
707,3,331,남부터미널(예술의전당),승차,Feb-22,70408
708,3,331,남부터미널(예술의전당),하차,Feb-22,71085
709,3,332,양재(서초구청),승차,Feb-22,91628
710,3,332,양재(서초구청),하차,Feb-22,91164
711,3,333,매봉,승차,Feb-22,37700
712,3,333,매봉,하차,Feb-22,34949
713,3,334,도곡,승차,Feb-22,16073
714,3,334,도곡,하차,Feb-22,15049
715,3,335,대치,승차,Feb-22,40741
716,3,335,대치,하차,Feb-22,38979
717,3,336,학여울,승차,Feb-22,11527
718,3,336,학여울,하차,Feb-22,11276
719,3,337,대청,승차,Feb-22,34773
720,3,337,대청,하차,Feb-22,33692
721,3,338,일원,승차,Feb-22,37263
722,3,338,일원,하차,Feb-22,37721
723,3,339,수서,승차,Feb-22,57608
724,3,339,수서,하차,Feb-22,57853
725,3,340,가락시장,승차,Feb-22,44528
726,3,340,가락시장,하차,Feb-22,43446
727,3,341,경찰병원,승차,Feb-22,24344
728,3,341,경찰병원,하차,Feb-22,25624
729,3,342,오금,승차,Feb-22,17289
730,3,342,오금,하차,Feb-22,16866
731,4,409,당고개,승차,Feb-22,51674
732,4,409,당고개,하차,Feb-22,51641
733,4,410,상계,승차,Feb-22,67533
734,4,410,상계,하차,Feb-22,67409
735,4,411,노원,승차,Feb-22,48901
736,4,411,노원,하차,Feb-22,48686
737,4,412,창동,승차,Feb-22,115672
738,4,412,창동,하차,Feb-22,119749
739,4,413,쌍문,승차,Feb-22,95537
740,4,413,쌍문,하차,Feb-22,94944
741,4,414,수유(강북구청),승차,Feb-22,111753
742,4,414,수유(강북구청),하차,Feb-22,113011
743,4,415,미아(서울사이버대학),승차,Feb-22,64452
744,4,415,미아(서울사이버대학),하차,Feb-22,66434
745,4,416,미아사거리,승차,Feb-22,105368
746,4,416,미아사거리,하차,Feb-22,105172
747,4,417,길음,승차,Feb-22,67733
748,4,417,길음,하차,Feb-22,68993
749,4,418,성신여대입구(돈암),승차,Feb-22,51329
750,4,418,성신여대입구(돈암),하차,Feb-22,50419
751,4,419,한성대입구(삼선교),승차,Feb-22,45153
752,4,419,한성대입구(삼선교),하차,Feb-22,44598
753,4,420,혜화,승차,Feb-22,72140
754,4,420,혜화,하차,Feb-22,71488
755,4,421,동대문,승차,Feb-22,84891
756,4,421,동대문,하차,Feb-22,83017
757,4,422,동대문역사문화공원(DDP),승차,Feb-22,33431
758,4,422,동대문역사문화공원(DDP),하차,Feb-22,29657
759,4,423,충무로,승차,Feb-22,66951
760,4,423,충무로,하차,Feb-22,66818
761,4,424,명동,승차,Feb-22,33308
762,4,424,명동,하차,Feb-22,34187
763,4,425,회현(남대문시장),승차,Feb-22,99850
764,4,425,회현(남대문시장),하차,Feb-22,100132
765,4,426,서울역,승차,Feb-22,20581
766,4,426,서울역,하차,Feb-22,23722
767,4,427,숙대입구(갈월),승차,Feb-22,30117
768,4,427,숙대입구(갈월),하차,Feb-22,28315
769,4,428,삼각지,승차,Feb-22,13352
770,4,428,삼각지,하차,Feb-22,13990
771,4,429,신용산,승차,Feb-22,28317
772,4,429,신용산,하차,Feb-22,28528
773,4,430,이촌(국립중앙박물관),승차,Feb-22,27756
774,4,430,이촌(국립중앙박물관),하차,Feb-22,29309
775,4,431,동작(현충원),승차,Feb-22,10205
776,4,431,동작(현충원),하차,Feb-22,10312
777,4,432,총신대입구(이수),승차,Feb-22,92043
778,4,432,총신대입구(이수),하차,Feb-22,97254
779,4,433,사당,승차,Feb-22,51900
780,4,433,사당,하차,Feb-22,51056
781,4,434,남태령,승차,Feb-22,5489
782,4,434,남태령,하차,Feb-22,5195
783,5,2511,방화,승차,Feb-22,30076
784,5,2511,방화,하차,Feb-22,29217
785,5,2512,개화산,승차,Feb-22,22243
786,5,2512,개화산,하차,Feb-22,23217
787,5,2513,김포공항,승차,Feb-22,18311
788,5,2513,김포공항,하차,Feb-22,20037
789,5,2514,송정,승차,Feb-22,30866
790,5,2514,송정,하차,Feb-22,30379
791,5,2515,마곡,승차,Feb-22,23074
792,5,2515,마곡,하차,Feb-22,22601
793,5,2516,발산,승차,Feb-22,51846
794,5,2516,발산,하차,Feb-22,49990
795,5,2517,우장산,승차,Feb-22,53929
796,5,2517,우장산,하차,Feb-22,56313
797,5,2518,화곡,승차,Feb-22,85849
798,5,2518,화곡,하차,Feb-22,82925
799,5,2519,까치산,승차,Feb-22,94331
800,5,2519,까치산,하차,Feb-22,96004
801,5,2520,신정(은행정),승차,Feb-22,37439
802,5,2520,신정(은행정),하차,Feb-22,37319
803,5,2521,목동,승차,Feb-22,50301
804,5,2521,목동,하차,Feb-22,50657
805,5,2522,오목교(목동운동장앞),승차,Feb-22,50413
806,5,2522,오목교(목동운동장앞),하차,Feb-22,50034
807,5,2523,양평,승차,Feb-22,16762
808,5,2523,양평,하차,Feb-22,16464
809,5,2524,영등포구청,승차,Feb-22,11663
810,5,2524,영등포구청,하차,Feb-22,11441
811,5,2525,영등포시장,승차,Feb-22,43170
812,5,2525,영등포시장,하차,Feb-22,44060
813,5,2526,신길,승차,Feb-22,6603
814,5,2526,신길,하차,Feb-22,6840
815,5,2527,여의도,승차,Feb-22,29038
816,5,2527,여의도,하차,Feb-22,26743
817,5,2528,여의나루,승차,Feb-22,15219
818,5,2528,여의나루,하차,Feb-22,14329
819,5,2529,마포,승차,Feb-22,37422
820,5,2529,마포,하차,Feb-22,36861
821,5,2530,공덕,승차,Feb-22,25555
822,5,2530,공덕,하차,Feb-22,24315
823,5,2531,애오개,승차,Feb-22,22949
824,5,2531,애오개,하차,Feb-22,22639
825,5,2532,충정로(경기대입구),승차,Feb-22,8292
826,5,2532,충정로(경기대입구),하차,Feb-22,8677
827,5,2533,서대문,승차,Feb-22,37933
828,5,2533,서대문,하차,Feb-22,35277
829,5,2534,광화문(세종문화회관),승차,Feb-22,40842
830,5,2534,광화문(세종문화회관),하차,Feb-22,39256
831,5,2535,종로3가,승차,Feb-22,56172
832,5,2535,종로3가,하차,Feb-22,60324
833,5,2536,을지로4가,승차,Feb-22,26971
834,5,2536,을지로4가,하차,Feb-22,26389
835,5,2537,동대문역사문화공원(DDP),승차,Feb-22,5462
836,5,2537,동대문역사문화공원(DDP),하차,Feb-22,6044
837,5,2538,청구,승차,Feb-22,15714
838,5,2538,청구,하차,Feb-22,12412
839,5,2539,신금호,승차,Feb-22,23262
840,5,2539,신금호,하차,Feb-22,26545
841,5,2540,행당,승차,Feb-22,29837
842,5,2540,행당,하차,Feb-22,27487
843,5,2541,왕십리(성동구청),승차,Feb-22,13574
844,5,2541,왕십리(성동구청),하차,Feb-22,13425
845,5,2542,마장,승차,Feb-22,22795
846,5,2542,마장,하차,Feb-22,22207
847,5,2543,답십리,승차,Feb-22,47666
848,5,2543,답십리,하차,Feb-22,46453
849,5,2544,장한평,승차,Feb-22,52916
850,5,2544,장한평,하차,Feb-22,53982
851,5,2545,군자(능동),승차,Feb-22,23564
852,5,2545,군자(능동),하차,Feb-22,24226
853,5,2546,아차산(어린이대공원후문),승차,Feb-22,61208
854,5,2546,아차산(어린이대공원후문),하차,Feb-22,59914
855,5,2547,광나루(장신대),승차,Feb-22,44238
856,5,2547,광나루(장신대),하차,Feb-22,43471
857,5,2548,천호(풍납토성),승차,Feb-22,75530
858,5,2548,천호(풍납토성),하차,Feb-22,77585
859,5,2549,강동,승차,Feb-22,61640
860,5,2549,강동,하차,Feb-22,59906
861,5,2550,길동,승차,Feb-22,44060
862,5,2550,길동,하차,Feb-22,45931
863,5,2551,굽은다리(강동구민회관앞),승차,Feb-22,42445
864,5,2551,굽은다리(강동구민회관앞),하차,Feb-22,39296
865,5,2552,명일,승차,Feb-22,40477
866,5,2552,명일,하차,Feb-22,43371
867,5,2553,고덕,승차,Feb-22,39969
868,5,2553,고덕,하차,Feb-22,40089
869,5,2554,상일동,승차,Feb-22,53984
870,5,2554,상일동,하차,Feb-22,52562
871,5,2555,둔촌동,승차,Feb-22,38556
872,5,2555,둔촌동,하차,Feb-22,39277
873,5,2556,올림픽공원(한국체대),승차,Feb-22,22438
874,5,2556,올림픽공원(한국체대),하차,Feb-22,20290
875,5,2557,방이,승차,Feb-22,28745
876,5,2557,방이,하차,Feb-22,28641
877,5,2558,오금,승차,Feb-22,12127
878,5,2558,오금,하차,Feb-22,11867
879,5,2559,개롱,승차,Feb-22,28227
880,5,2559,개롱,하차,Feb-22,29699
881,5,2560,거여,승차,Feb-22,37121
882,5,2560,거여,하차,Feb-22,36369
883,5,2561,마천,승차,Feb-22,34212
884,5,2561,마천,하차,Feb-22,36101
885,5,2562,강일,승차,Feb-22,18508
886,5,2562,강일,하차,Feb-22,18424
887,5,2563,미사,승차,Feb-22,42138
888,5,2563,미사,하차,Feb-22,42280
889,5,2564,하남풍산,승차,Feb-22,15382
890,5,2564,하남풍산,하차,Feb-22,15374
891,5,2565,하남시청(덕풍·신장),승차,Feb-22,36313
892,5,2565,하남시청(덕풍·신장),하차,Feb-22,37347
893,5,2566,하남검단산,승차,Feb-22,27811
894,5,2566,하남검단산,하차,Feb-22,27985
895,6,2611,응암,승차,Feb-22,70390
896,6,2611,응암,하차,Feb-22,70049
897,6,2612,역촌,승차,Feb-22,20107
898,6,2612,역촌,하차,Feb-22,20265
899,6,2613,불광,승차,Feb-22,24209
900,6,2613,불광,하차,Feb-22,19574
901,6,2614,독바위,승차,Feb-22,11936
902,6,2614,독바위,하차,Feb-22,15232
903,6,2616,구산,승차,Feb-22,30671
904,6,2616,구산,하차,Feb-22,32936
905,6,2617,새절(신사),승차,Feb-22,51562
906,6,2617,새절(신사),하차,Feb-22,52438
907,6,2618,증산(명지대앞),승차,Feb-22,42575
908,6,2618,증산(명지대앞),하차,Feb-22,44042
909,6,2619,디지털미디어시티,승차,Feb-22,33039
910,6,2619,디지털미디어시티,하차,Feb-22,33471
911,6,2620,월드컵경기장(성산),승차,Feb-22,30120
912,6,2620,월드컵경기장(성산),하차,Feb-22,29075
913,6,2621,마포구청,승차,Feb-22,43438
914,6,2621,마포구청,하차,Feb-22,39863
915,6,2622,망원,승차,Feb-22,48361
916,6,2622,망원,하차,Feb-22,50301
917,6,2623,합정,승차,Feb-22,22987
918,6,2623,합정,하차,Feb-22,21199
919,6,2624,상수,승차,Feb-22,12975
920,6,2624,상수,하차,Feb-22,13084
921,6,2625,광흥창(서강),승차,Feb-22,27786
922,6,2625,광흥창(서강),하차,Feb-22,27867
923,6,2626,대흥(서강대앞),승차,Feb-22,26204
924,6,2626,대흥(서강대앞),하차,Feb-22,26222
925,6,2627,공덕,승차,Feb-22,44594
926,6,2627,공덕,하차,Feb-22,41517
927,6,2628,효창공원앞,승차,Feb-22,22638
928,6,2628,효창공원앞,하차,Feb-22,21696
929,6,2629,삼각지,승차,Feb-22,9105
930,6,2629,삼각지,하차,Feb-22,7380
931,6,2630,녹사평(용산구청),승차,Feb-22,10589
932,6,2630,녹사평(용산구청),하차,Feb-22,10447
933,6,2631,이태원,승차,Feb-22,18697
934,6,2631,이태원,하차,Feb-22,19572
935,6,2632,한강진,승차,Feb-22,8755
936,6,2632,한강진,하차,Feb-22,8419
937,6,2633,버티고개,승차,Feb-22,8104
938,6,2633,버티고개,하차,Feb-22,10041
939,6,2634,약수,승차,Feb-22,13646
940,6,2634,약수,하차,Feb-22,13170
941,6,2635,청구,승차,Feb-22,12281
942,6,2635,청구,하차,Feb-22,14198
943,6,2636,신당,승차,Feb-22,22584
944,6,2636,신당,하차,Feb-22,22084
945,6,2637,동묘앞,승차,Feb-22,41567
946,6,2637,동묘앞,하차,Feb-22,38006
947,6,2638,창신,승차,Feb-22,11462
948,6,2638,창신,하차,Feb-22,11075
949,6,2639,보문,승차,Feb-22,18068
950,6,2639,보문,하차,Feb-22,17330
951,6,2640,안암(고대병원앞),승차,Feb-22,20353
952,6,2640,안암(고대병원앞),하차,Feb-22,19151
953,6,2641,고려대(종암),승차,Feb-22,20023
954,6,2641,고려대(종암),하차,Feb-22,20736
955,6,2642,월곡(동덕여대),승차,Feb-22,41812
956,6,2642,월곡(동덕여대),하차,Feb-22,41916
957,6,2643,상월곡(한국과학기술연구원),승차,Feb-22,23446
958,6,2643,상월곡(한국과학기술연구원),하차,Feb-22,23277
959,6,2644,돌곶이,승차,Feb-22,36005
960,6,2644,돌곶이,하차,Feb-22,35414
961,6,2645,석계,승차,Feb-22,45057
962,6,2645,석계,하차,Feb-22,45448
963,6,2646,태릉입구,승차,Feb-22,17366
964,6,2646,태릉입구,하차,Feb-22,17739
965,6,2647,화랑대(서울여대입구),승차,Feb-22,27448
966,6,2647,화랑대(서울여대입구),하차,Feb-22,25073
967,6,2648,봉화산(서울의료원),승차,Feb-22,28177
968,6,2648,봉화산(서울의료원),하차,Feb-22,28222
969,7,2711,장암,승차,Feb-22,5382
970,7,2711,장암,하차,Feb-22,3956
971,7,2712,도봉산,승차,Feb-22,29575
972,7,2712,도봉산,하차,Feb-22,42924
973,7,2713,수락산,승차,Feb-22,56913
974,7,2713,수락산,하차,Feb-22,57883
975,7,2714,마들,승차,Feb-22,50545
976,7,2714,마들,하차,Feb-22,50868
977,7,2715,노원,승차,Feb-22,68387
978,7,2715,노원,하차,Feb-22,68741
979,7,2716,중계,승차,Feb-22,47058
980,7,2716,중계,하차,Feb-22,45834
981,7,2717,하계,승차,Feb-22,56458
982,7,2717,하계,하차,Feb-22,55496
983,7,2718,공릉(서울과학기술대),승차,Feb-22,41843
984,7,2718,공릉(서울과학기술대),하차,Feb-22,42306
985,7,2719,태릉입구,승차,Feb-22,26289
986,7,2719,태릉입구,하차,Feb-22,25222
987,7,2720,먹골,승차,Feb-22,38178
988,7,2720,먹골,하차,Feb-22,38891
989,7,2721,중화,승차,Feb-22,37244
990,7,2721,중화,하차,Feb-22,38091
991,7,2722,상봉(시외버스터미널),승차,Feb-22,41555
992,7,2722,상봉(시외버스터미널),하차,Feb-22,40324
993,7,2723,면목,승차,Feb-22,57015
994,7,2723,면목,하차,Feb-22,59291
995,7,2724,사가정,승차,Feb-22,59734
996,7,2724,사가정,하차,Feb-22,60085
997,7,2725,용마산(용마폭포공원),승차,Feb-22,20724
998,7,2725,용마산(용마폭포공원),하차,Feb-22,22536
999,7,2726,중곡,승차,Feb-22,35123
1000,7,2726,중곡,하차,Feb-22,36306
1001,7,2727,군자(능동),승차,Feb-22,45807
1002,7,2727,군자(능동),하차,Feb-22,40597
1003,7,2728,어린이대공원(세종대),승차,Feb-22,22814
1004,7,2728,어린이대공원(세종대),하차,Feb-22,23274
